File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
E:\UTAustin\BttFworkspace\Calc\src\Application\Main.java,16,7,5,0,4,0,5,20,4,18
E:\UTAustin\BttFworkspace\Calc\src\BI\Calc.java,28,13,12,0,6,0,9,26,4,18
E:\UTAustin\BttFworkspace\Calc\src\BI\Gui.java,187,142,92,0,24,13,21,100,9,30
E:\UTAustin\BttFworkspace\Calc\src\D\Calc.java,30,11,10,0,11,0,8,24,4,18
E:\UTAustin\BttFworkspace\Calc\src\D\Gui.java,182,142,92,0,24,13,16,88,4,18
