Identifier,TypeID,Type,Package,Class,Member,Feature,Is_fprivate?,Is_inferred?,Parent_features,Is_terminal?,Is_hook?,Inferences,User_comment,Member_modifier
guidsl.GroupButtons,2,Class,guidsl,GroupButtons,,guigs,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl,1,Package,guidsl,,,kernel,FALSE,FALSE,,TRUE,FALSE,,Package is always kernel,
guidsl.GroupButtons.buttons,3,Field,guidsl,GroupButtons,buttons,guigs,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,protected
guidsl.GroupButtons.min,3,Field,guidsl,GroupButtons,min,guigs,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,private
guidsl.GroupButtons.max,3,Field,guidsl,GroupButtons,max,guigs,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,private
guidsl.GroupButtons.GroupButtons(int mn; int mx),5,Constructor,guidsl,GroupButtons,GroupButtons(int mn; int mx),guigs,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.GroupButtons.addToGroup(AbstractButton jb),4,Method,guidsl,GroupButtons,addToGroup(AbstractButton jb),guigs,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.GroupButtons.actionPerformed(ActionEvent e),4,Method,guidsl,GroupButtons,actionPerformed(ActionEvent e),guigs,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.implies,2,Class,guidsl,implies,,bexpr,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.node,2,Class,guidsl,node,,bexpr,FALSE,FALSE,,FALSE,FALSE,,set by GuiDSLSol,public
guidsl.implies.cnf(),4,Method,guidsl,implies,cnf(),bexpr,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.node.cnf(),4,Method,guidsl,node,cnf(),bexpr,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.implies.cnf2String(),4,Method,guidsl,implies,cnf2String(),bexpr,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.node.cnf2String(),4,Method,guidsl,node,cnf2String(),bexpr,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.implies.klone(),4,Method,guidsl,implies,klone(),bexpr,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.node.klone(),4,Method,guidsl,node,klone(),bexpr,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.implies.simplify(),4,Method,guidsl,implies,simplify(),bexpr,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.node.simplify(),4,Method,guidsl,node,simplify(),bexpr,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.implies.toString(),4,Method,guidsl,implies,toString(),bexpr,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.node.toString(),4,Method,guidsl,node,toString(),bexpr,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.implies.toXMLString(),4,Method,guidsl,implies,toXMLString(),cubeInterface,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.node.toXMLString(),4,Method,guidsl,node,toXMLString(),cubeInterface,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.node.left,3,Field,guidsl,node,left,bexpr,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.node.right,3,Field,guidsl,node,right,bexpr,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.implies.implies(node l; node r),5,Constructor,guidsl,implies,implies(node l; node r),bexpr,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.or,2,Class,guidsl,or,,bexpr,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.not,2,Class,guidsl,not,,bexpr,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.Pat,2,Class,guidsl,Pat,,syntaxGuiDSL,FALSE,FALSE,,FALSE,FALSE,,set by GuiDSLSol,public
guidsl.AstNode,2,Class,guidsl,AstNode,,kernel,FALSE,FALSE,,FALSE,FALSE,,set by GuiDSLSol,public
guidsl.Pat.visit(Visitor v),4,Method,guidsl,Pat,visit(Visitor v),dmain,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstNode.visit(Visitor v),4,Method,guidsl,AstNode,visit(Visitor v),dmain,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.Visitor,2,Class,guidsl,Visitor,,dmain,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private
guidsl.Visitor.action(Pat n),4,Method,guidsl,Visitor,action(Pat n),dmain,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.SimpleCharStream,2,Class,guidsl,SimpleCharStream,,kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.staticFlag,3,Field,guidsl,SimpleCharStream,staticFlag,kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.bufsize,3,Field,guidsl,SimpleCharStream,bufsize,kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,package-private
guidsl.SimpleCharStream.available,3,Field,guidsl,SimpleCharStream,available,kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,package-private
guidsl.SimpleCharStream.tokenBegin,3,Field,guidsl,SimpleCharStream,tokenBegin,kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,package-private
guidsl.SimpleCharStream.bufpos,3,Field,guidsl,SimpleCharStream,bufpos,kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.bufline,3,Field,guidsl,SimpleCharStream,bufline,kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,protected
guidsl.SimpleCharStream.bufcolumn,3,Field,guidsl,SimpleCharStream,bufcolumn,kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,protected
guidsl.SimpleCharStream.column,3,Field,guidsl,SimpleCharStream,column,kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,protected
guidsl.SimpleCharStream.line,3,Field,guidsl,SimpleCharStream,line,kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,protected
guidsl.SimpleCharStream.prevCharIsCR,3,Field,guidsl,SimpleCharStream,prevCharIsCR,kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,protected
guidsl.SimpleCharStream.prevCharIsLF,3,Field,guidsl,SimpleCharStream,prevCharIsLF,kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,protected
guidsl.SimpleCharStream.inputStream,3,Field,guidsl,SimpleCharStream,inputStream,kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,protected
guidsl.SimpleCharStream.buffer,3,Field,guidsl,SimpleCharStream,buffer,kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,protected
guidsl.SimpleCharStream.maxNextCharInd,3,Field,guidsl,SimpleCharStream,maxNextCharInd,kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,protected
guidsl.SimpleCharStream.inBuf,3,Field,guidsl,SimpleCharStream,inBuf,kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,protected
guidsl.SimpleCharStream.tabSize,3,Field,guidsl,SimpleCharStream,tabSize,kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,protected
guidsl.SimpleCharStream.trackLineColumn,3,Field,guidsl,SimpleCharStream,trackLineColumn,kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,protected
guidsl.SimpleCharStream.setTabSize(int i),4,Method,guidsl,SimpleCharStream,setTabSize(int i),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.getTabSize(),4,Method,guidsl,SimpleCharStream,getTabSize(),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.ExpandBuff(boolean wrapAround),4,Method,guidsl,SimpleCharStream,ExpandBuff(boolean wrapAround),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,protected
guidsl.SimpleCharStream.FillBuff(),4,Method,guidsl,SimpleCharStream,FillBuff(),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,protected
guidsl.SimpleCharStream.backup(int amount),4,Method,guidsl,SimpleCharStream,backup(int amount),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.BeginToken(),4,Method,guidsl,SimpleCharStream,BeginToken(),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.readChar(),4,Method,guidsl,SimpleCharStream,readChar(),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.UpdateLineColumn(char c),4,Method,guidsl,SimpleCharStream,UpdateLineColumn(char c),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,protected
guidsl.SimpleCharStream.getColumn(),4,Method,guidsl,SimpleCharStream,getColumn(),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.getLine(),4,Method,guidsl,SimpleCharStream,getLine(),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.getEndColumn(),4,Method,guidsl,SimpleCharStream,getEndColumn(),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.getEndLine(),4,Method,guidsl,SimpleCharStream,getEndLine(),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.getBeginColumn(),4,Method,guidsl,SimpleCharStream,getBeginColumn(),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.getBeginLine(),4,Method,guidsl,SimpleCharStream,getBeginLine(),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.SimpleCharStream(java.io.Reader dstream; int startline; int startcolumn; int buffersize),5,Constructor,guidsl,SimpleCharStream,SimpleCharStream(java.io.Reader dstream; int startline; int startcolumn; int buffersize),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.SimpleCharStream(java.io.Reader dstream; int startline; int startcolumn),5,Constructor,guidsl,SimpleCharStream,SimpleCharStream(java.io.Reader dstream; int startline; int startcolumn),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.SimpleCharStream(java.io.Reader dstream),5,Constructor,guidsl,SimpleCharStream,SimpleCharStream(java.io.Reader dstream),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.ReInit(java.io.Reader dstream; int startline; int startcolumn; int buffersize),4,Method,guidsl,SimpleCharStream,ReInit(java.io.Reader dstream; int startline; int startcolumn; int buffersize),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.ReInit(java.io.Reader dstream; int startline; int startcolumn),4,Method,guidsl,SimpleCharStream,ReInit(java.io.Reader dstream; int startline; int startcolumn),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.ReInit(java.io.Reader dstream),4,Method,guidsl,SimpleCharStream,ReInit(java.io.Reader dstream),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.SimpleCharStream(java.io.InputStream dstream; String encoding; int startline; int startcolumn; int buffersize),5,Constructor,guidsl,SimpleCharStream,SimpleCharStream(java.io.InputStream dstream; String encoding; int startline; int startcolumn; int buffersize),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.SimpleCharStream(java.io.InputStream dstream; int startline; int startcolumn; int buffersize),5,Constructor,guidsl,SimpleCharStream,SimpleCharStream(java.io.InputStream dstream; int startline; int startcolumn; int buffersize),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.SimpleCharStream(java.io.InputStream dstream; String encoding; int startline; int startcolumn),5,Constructor,guidsl,SimpleCharStream,SimpleCharStream(java.io.InputStream dstream; String encoding; int startline; int startcolumn),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.SimpleCharStream(java.io.InputStream dstream; int startline; int startcolumn),5,Constructor,guidsl,SimpleCharStream,SimpleCharStream(java.io.InputStream dstream; int startline; int startcolumn),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.SimpleCharStream(java.io.InputStream dstream; String encoding),5,Constructor,guidsl,SimpleCharStream,SimpleCharStream(java.io.InputStream dstream; String encoding),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.SimpleCharStream(java.io.InputStream dstream),5,Constructor,guidsl,SimpleCharStream,SimpleCharStream(java.io.InputStream dstream),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.ReInit(java.io.InputStream dstream; String encoding; int startline; int startcolumn; int buffersize),4,Method,guidsl,SimpleCharStream,ReInit(java.io.InputStream dstream; String encoding; int startline; int startcolumn; int buffersize),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.ReInit(java.io.InputStream dstream; int startline; int startcolumn; int buffersize),4,Method,guidsl,SimpleCharStream,ReInit(java.io.InputStream dstream; int startline; int startcolumn; int buffersize),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.ReInit(java.io.InputStream dstream; String encoding),4,Method,guidsl,SimpleCharStream,ReInit(java.io.InputStream dstream; String encoding),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.ReInit(java.io.InputStream dstream),4,Method,guidsl,SimpleCharStream,ReInit(java.io.InputStream dstream),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.ReInit(java.io.InputStream dstream; String encoding; int startline; int startcolumn),4,Method,guidsl,SimpleCharStream,ReInit(java.io.InputStream dstream; String encoding; int startline; int startcolumn),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.ReInit(java.io.InputStream dstream; int startline; int startcolumn),4,Method,guidsl,SimpleCharStream,ReInit(java.io.InputStream dstream; int startline; int startcolumn),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.GetImage(),4,Method,guidsl,SimpleCharStream,GetImage(),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.GetSuffix(int len),4,Method,guidsl,SimpleCharStream,GetSuffix(int len),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.Done(),4,Method,guidsl,SimpleCharStream,Done(),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.adjustBeginLineColumn(int newLine; int newCol),4,Method,guidsl,SimpleCharStream,adjustBeginLineColumn(int newLine; int newCol),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,public
guidsl.SimpleCharStream.getTrackLineColumn(),4,Method,guidsl,SimpleCharStream,getTrackLineColumn(),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,package-private
guidsl.SimpleCharStream.setTrackLineColumn(boolean tlc),4,Method,guidsl,SimpleCharStream,setTrackLineColumn(boolean tlc),kernel,true,FALSE,,TRUE,FALSE,,JavaCC files are kernel & fprivate,package-private
guidsl.PatsElem,2,Class,guidsl,PatsElem,,syntaxGuiDSL,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstListNode,2,Class,guidsl,AstListNode,,kernel,FALSE,FALSE,,FALSE,FALSE,,set by GuiDSLSol,public
guidsl.PatsElem.getPat(),4,Method,guidsl,PatsElem,getPat(),syntaxGuiDSL,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstNode.arg,3,Field,guidsl,AstNode,arg,kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.PatsElem.setParms(AstToken tok0; Pat arg0),4,Method,guidsl,PatsElem,setParms(AstToken tok0; Pat arg0),syntaxGuiDSL,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstToken,2,Class,guidsl,AstToken,,kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstTokenInterface,2,Class,guidsl,AstTokenInterface,,kernel,FALSE,FALSE,,FALSE,FALSE,,set by GuiDSLSol,package-private
guidsl.AstNode.tok,3,Field,guidsl,AstNode,tok,kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.PatsElem.setParms(Pat arg0),4,Method,guidsl,PatsElem,setParms(Pat arg0),syntaxGuiDSL,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.EStmt,2,Class,guidsl,EStmt,,syntaxGuiDSL,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.ExprStmt,2,Class,guidsl,ExprStmt,,syntaxGuiDSL,FALSE,FALSE,,FALSE,FALSE,,set by GuiDSLSol,public
guidsl.EStmt.eharvest(),4,Method,guidsl,EStmt,eharvest(),eharvest,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.ExprStmt.eharvest(),4,Method,guidsl,ExprStmt,eharvest(),eharvest,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private
guidsl.EStmt.visit(Visitor v),4,Method,guidsl,EStmt,visit(Visitor v),dmain,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.ExprStmt.visit(Visitor v),4,Method,guidsl,ExprStmt,visit(Visitor v),dmain,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.EStmt.ARG_LENGTH,3,Field,guidsl,EStmt,ARG_LENGTH,syntaxGuiDSL,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.EStmt.TOK_LENGTH,3,Field,guidsl,EStmt,TOK_LENGTH,syntaxGuiDSL,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.EStmt.getExpr(),4,Method,guidsl,EStmt,getExpr(),syntaxGuiDSL,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.Expr,2,Class,guidsl,Expr,,syntaxGuiDSL,FALSE,FALSE,,FALSE,FALSE,,set by GuiDSLSol,public
guidsl.EStmt.printorder(),4,Method,guidsl,EStmt,printorder(),syntaxGuiDSL,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.EStmt.setParms(Expr arg0; AstToken tok0),4,Method,guidsl,EStmt,setParms(Expr arg0; AstToken tok0),syntaxGuiDSL,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstNode.InitChildren(),4,Method,guidsl,AstNode,InitChildren(),kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.Visitor.action(EStmt n),4,Method,guidsl,Visitor,action(EStmt n),dmain,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.ESList,2,Class,guidsl,ESList,,syntaxGuiDSL,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.ESList.CTable,3,Field,guidsl,ESList,CTable,eharvest,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.Expr.eharvest(),4,Method,guidsl,Expr,eharvest(),eharvest,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private
guidsl.Var,2,Class,guidsl,Var,,syntaxGuiDSL,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.Avar,2,Class,guidsl,Avar,,syntaxGuiDSL,FALSE,FALSE,,FALSE,FALSE,,set by GuiDSLSol,public
guidsl.Var.visit(Visitor v),4,Method,guidsl,Var,visit(Visitor v),dmain,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.Avar.visit(Visitor v),4,Method,guidsl,Avar,visit(Visitor v),dmain,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.Var.ARG_LENGTH,3,Field,guidsl,Var,ARG_LENGTH,syntaxGuiDSL,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.Var.TOK_LENGTH,3,Field,guidsl,Var,TOK_LENGTH,syntaxGuiDSL,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.Var.getIDENTIFIER(),4,Method,guidsl,Var,getIDENTIFIER(),syntaxGuiDSL,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.Var.getOpts(),4,Method,guidsl,Var,getOpts(),syntaxGuiDSL,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.Opts,2,Class,guidsl,Opts,,syntaxGuiDSL,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.Var.printorder(),4,Method,guidsl,Var,printorder(),syntaxGuiDSL,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.Var.setParms(AstToken tok0; AstToken tok1; AstOptNode arg0; AstToken tok2),4,Method,guidsl,Var,setParms(AstToken tok0; AstToken tok1; AstOptNode arg0; AstToken tok2),syntaxGuiDSL,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstOptNode,2,Class,guidsl,AstOptNode,,kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.Visitor.action(Var n),4,Method,guidsl,Visitor,action(Var n),dmain,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstCursor,2,Class,guidsl,AstCursor,,kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstCursor.node,3,Field,guidsl,AstCursor,node,kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstCursor.NextIsSet,3,Field,guidsl,AstCursor,NextIsSet,kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private
guidsl.AstCursor.next,3,Field,guidsl,AstCursor,next,kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstCursor.root,3,Field,guidsl,AstCursor,root,kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private
guidsl.AstCursor.CurrElem,3,Field,guidsl,AstCursor,CurrElem,kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private
guidsl.AstCursor.NextElem,3,Field,guidsl,AstCursor,NextElem,kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private
guidsl.AstCursor.AstCursor(),5,Constructor,guidsl,AstCursor,AstCursor(),kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstCursor.Root(),4,Method,guidsl,AstCursor,Root(),kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstCursor.First(),4,Method,guidsl,AstCursor,First(),kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstCursor.First(AstNode r),4,Method,guidsl,AstCursor,First(AstNode r),kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstCursor.GetNext(),4,Method,guidsl,AstCursor,GetNext(),kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private
guidsl.AstCursor.More(),4,Method,guidsl,AstCursor,More(),kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstCursor.PlusPlus(),4,Method,guidsl,AstCursor,PlusPlus(),kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstCursor.skip(),4,Method,guidsl,AstCursor,skip(),kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private
guidsl.AstNode.right,3,Field,guidsl,AstNode,right,kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstNode.up,3,Field,guidsl,AstNode,up,kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstCursor.ContinueFrom(AstNode k),4,Method,guidsl,AstCursor,ContinueFrom(AstNode k),kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,package-private
guidsl.AstCursor.Position(AstNode x),4,Method,guidsl,AstCursor,Position(AstNode x),kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstCursor.Position(AstNode r; AstNode x),4,Method,guidsl,AstCursor,Position(AstNode r; AstNode x),kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstCursor.Sibling(),4,Method,guidsl,AstCursor,Sibling(),kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstCursor.Replace(AstNode withnode),4,Method,guidsl,AstCursor,Replace(AstNode withnode),kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstNode.Replace(AstNode withnode),4,Method,guidsl,AstNode,Replace(AstNode withnode),kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstCursor.Delete(),4,Method,guidsl,AstCursor,Delete(),kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstNode.Delete(),4,Method,guidsl,AstNode,Delete(),kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstCursor.AddAfter(AstList y),4,Method,guidsl,AstCursor,AddAfter(AstList y),kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstList,2,Class,guidsl,AstList,,kernel,FALSE,FALSE,,FALSE,FALSE,,set by GuiDSLSol,public
guidsl.AstNode.AddAfter(AstList tree),4,Method,guidsl,AstNode,AddAfter(AstList tree),kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstCursor.AddBefore(AstList y),4,Method,guidsl,AstCursor,AddBefore(AstList y),kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstNode.AddBefore(AstList tree),4,Method,guidsl,AstNode,AddBefore(AstList tree),kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstCursor.print(),4,Method,guidsl,AstCursor,print(),kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
guidsl.AstNode.print(),4,Method,guidsl,AstNode,print(),kernel,FALSE,FALSE,,TRUE,FALSE,,set by GuiDSLSol,public
